Name,SRM_Email_ID,Password,Subject,Internal_Marks,Attendance_Percentage
Manish Basak,mb0272@srmist.edu.in,lu1%528S,RASPBERRY PI FUNDAMENTALS,44,59.47
Shruti Yadav,sy6107@srmist.edu.in,19e3cK!1,UHV-II,40,95.18
Shruti Yadav,sy6107@srmist.edu.in,19e3cK!1,COMPUTER ORGANIZATION AND ARCHITECTURE,35,78.43
Shruti Yadav,sy6107@srmist.edu.in,19e3cK!1,ADVANCED PROGRAMMING PRACTICE,42,82.2
Shruti Yadav,sy6107@srmist.edu.in,19e3cK!1,DATA STRUCTURES AND ALGORITHMS,32,82.91
Shruti Yadav,sy6107@srmist.edu.in,19e3cK!1,DATA STRUCTURES AND ALGORITHMS LAB,55,64.78
Shruti Yadav,sy6107@srmist.edu.in,19e3cK!1,PROFESSIONAL ETHICS,44,99.48
Shruti Yadav,sy6107@srmist.edu.in,19e3cK!1,OBJECT ORIENTED DESIGN AND PROGRAMMING,37,84.42
Shruti Yadav,sy6107@srmist.edu.in,19e3cK!1,RASPBERRY PI FUNDAMENTALS,38,98.53
Tejas Bajpai,tb6847@srmist.edu.in,EWo@mSBm,UHV-II,34,98.07
Tejas Bajpai,tb6847@srmist.edu.in,EWo@mSBm,COMPUTER ORGANIZATION AND ARCHITECTURE,33,90.87
Tejas Bajpai,tb6847@srmist.edu.in,EWo@mSBm,ADVANCED PROGRAMMING PRACTICE,46,78.16
Tejas Bajpai,tb6847@srmist.edu.in,EWo@mSBm,DATA STRUCTURES AND ALGORITHMS,30,56.08
Tejas Bajpai,tb6847@srmist.edu.in,EWo@mSBm,DATA STRUCTURES AND ALGORITHMS LAB,47,72.67
Tejas Bajpai,tb6847@srmist.edu.in,EWo@mSBm,PROFESSIONAL ETHICS,47,53.74
Tejas Bajpai,tb6847@srmist.edu.in,EWo@mSBm,OBJECT ORIENTED DESIGN AND PROGRAMMING,39,97.29
Tejas Bajpai,tb6847@srmist.edu.in,EWo@mSBm,RASPBERRY PI FUNDAMENTALS,55,87.45
Aarav Chauhan,ac3774@srmist.edu.in,toP2fqus,UHV-II,35,68.33
Aarav Chauhan,ac3774@srmist.edu.in,toP2fqus,COMPUTER ORGANIZATION AND ARCHITECTURE,34,90.7
Aarav Chauhan,ac3774@srmist.edu.in,toP2fqus,ADVANCED PROGRAMMING PRACTICE,43,61.77
Aarav Chauhan,ac3774@srmist.edu.in,toP2fqus,DATA STRUCTURES AND ALGORITHMS,60,71.74
Aarav Chauhan,ac3774@srmist.edu.in,toP2fqus,DATA STRUCTURES AND ALGORITHMS LAB,59,77.13
Aarav Chauhan,ac3774@srmist.edu.in,toP2fqus,PROFESSIONAL ETHICS,52,66.0
Aarav Chauhan,ac3774@srmist.edu.in,toP2fqus,OBJECT ORIENTED DESIGN AND PROGRAMMING,45,50.67
Aarav Chauhan,ac3774@srmist.edu.in,toP2fqus,RASPBERRY PI FUNDAMENTALS,58,52.27
Lakshmi Thakur,lt2907@srmist.edu.in,KkS1%UkG,UHV-II,44,85.02
Lakshmi Thakur,lt2907@srmist.edu.in,KkS1%UkG,COMPUTER ORGANIZATION AND ARCHITECTURE,43,72.25
Lakshmi Thakur,lt2907@srmist.edu.in,KkS1%UkG,ADVANCED PROGRAMMING PRACTICE,36,89.65
Lakshmi Thakur,lt2907@srmist.edu.in,KkS1%UkG,DATA STRUCTURES AND ALGORITHMS,50,98.3
Lakshmi Thakur,lt2907@srmist.edu.in,KkS1%UkG,DATA STRUCTURES AND ALGORITHMS LAB,34,85.52
Lakshmi Thakur,lt2907@srmist.edu.in,KkS1%UkG,PROFESSIONAL ETHICS,49,64.96
Lakshmi Thakur,lt2907@srmist.edu.in,KkS1%UkG,OBJECT ORIENTED DESIGN AND PROGRAMMING,44,64.28
Lakshmi Thakur,lt2907@srmist.edu.in,KkS1%UkG,RASPBERRY PI FUNDAMENTALS,50,61.07
Pranav Kulkarni,pk2983@srmist.edu.in,Cb6V2s4W,UHV-II,32,93.2
Pranav Kulkarni,pk2983@srmist.edu.in,Cb6V2s4W,COMPUTER ORGANIZATION AND ARCHITECTURE,59,75.15
Pranav Kulkarni,pk2983@srmist.edu.in,Cb6V2s4W,ADVANCED PROGRAMMING PRACTICE,49,63.63
Pranav Kulkarni,pk2983@srmist.edu.in,Cb6V2s4W,DATA STRUCTURES AND ALGORITHMS,39,80.87
Pranav Kulkarni,pk2983@srmist.edu.in,Cb6V2s4W,DATA STRUCTURES AND ALGORITHMS LAB,51,66.35
Pranav Kulkarni,pk2983@srmist.edu.in,Cb6V2s4W,PROFESSIONAL ETHICS,31,50.94
Pranav Kulkarni,pk2983@srmist.edu.in,Cb6V2s4W,OBJECT ORIENTED DESIGN AND PROGRAMMING,40,67.66
Pranav Kulkarni,pk2983@srmist.edu.in,Cb6V2s4W,RASPBERRY PI FUNDAMENTALS,48,52.38
Tejas Tiwari,tt2762@srmist.edu.in,8%w3157s,UHV-II,60,57.47
Tejas Tiwari,tt2762@srmist.edu.in,8%w3157s,COMPUTER ORGANIZATION AND ARCHITECTURE,56,72.27
Tejas Tiwari,tt2762@srmist.edu.in,8%w3157s,ADVANCED PROGRAMMING PRACTICE,41,83.93
Tejas Tiwari,tt2762@srmist.edu.in,8%w3157s,DATA STRUCTURES AND ALGORITHMS,48,86.46
Tejas Tiwari,tt2762@srmist.edu.in,8%w3157s,DATA STRUCTURES AND ALGORITHMS LAB,44,78.55
Tejas Tiwari,tt2762@srmist.edu.in,8%w3157s,PROFESSIONAL ETHICS,55,61.47
Tejas Tiwari,tt2762@srmist.edu.in,8%w3157s,OBJECT ORIENTED DESIGN AND PROGRAMMING,55,73.02
Tejas Tiwari,tt2762@srmist.edu.in,8%w3157s,RASPBERRY PI FUNDAMENTALS,44,87.59
Kiran Agarwal,ka3214@srmist.edu.in,eoK75#ro,UHV-II,51,99.78
Kiran Agarwal,ka3214@srmist.edu.in,eoK75#ro,COMPUTER ORGANIZATION AND ARCHITECTURE,42,57.35
Kiran Agarwal,ka3214@srmist.edu.in,eoK75#ro,ADVANCED PROGRAMMING PRACTICE,41,70.23
Kiran Agarwal,ka3214@srmist.edu.in,eoK75#ro,DATA STRUCTURES AND ALGORITHMS,47,55.89
Kiran Agarwal,ka3214@srmist.edu.in,eoK75#ro,DATA STRUCTURES AND ALGORITHMS LAB,34,78.74
Kiran Agarwal,ka3214@srmist.edu.in,eoK75#ro,PROFESSIONAL ETHICS,47,62.63
Kiran Agarwal,ka3214@srmist.edu.in,eoK75#ro,OBJECT ORIENTED DESIGN AND PROGRAMMING,31,90.29
Kiran Agarwal,ka3214@srmist.edu.in,eoK75#ro,RASPBERRY PI FUNDAMENTALS,49,98.09
Bhavya Bose,bb7636@srmist.edu.in,UJt9Bl%m,UHV-II,58,68.77
Bhavya Bose,bb7636@srmist.edu.in,UJt9Bl%m,COMPUTER ORGANIZATION AND ARCHITECTURE,42,61.7
Bhavya Bose,bb7636@srmist.edu.in,UJt9Bl%m,ADVANCED PROGRAMMING PRACTICE,42,56.46
Bhavya Bose,bb7636@srmist.edu.in,UJt9Bl%m,DATA STRUCTURES AND ALGORITHMS,37,67.54
Bhavya Bose,bb7636@srmist.edu.in,UJt9Bl%m,DATA STRUCTURES AND ALGORITHMS LAB,44,53.28
Bhavya Bose,bb7636@srmist.edu.in,UJt9Bl%m,PROFESSIONAL ETHICS,56,72.3
Bhavya Bose,bb7636@srmist.edu.in,UJt9Bl%m,OBJECT ORIENTED DESIGN AND PROGRAMMING,35,78.48
Bhavya Bose,bb7636@srmist.edu.in,UJt9Bl%m,RASPBERRY PI FUNDAMENTALS,41,68.0
Karthik Banerjee,kb3415@srmist.edu.in,YjnH8E6i,UHV-II,48,61.93
Karthik Banerjee,kb3415@srmist.edu.in,YjnH8E6i,COMPUTER ORGANIZATION AND ARCHITECTURE,41,57.62
Karthik Banerjee,kb3415@srmist.edu.in,YjnH8E6i,ADVANCED PROGRAMMING PRACTICE,45,95.42
Karthik Banerjee,kb3415@srmist.edu.in,YjnH8E6i,DATA STRUCTURES AND ALGORITHMS,43,72.31
Karthik Banerjee,kb3415@srmist.edu.in,YjnH8E6i,DATA STRUCTURES AND ALGORITHMS LAB,58,61.12
Karthik Banerjee,kb3415@srmist.edu.in,YjnH8E6i,PROFESSIONAL ETHICS,48,75.24
Karthik Banerjee,kb3415@srmist.edu.in,YjnH8E6i,OBJECT ORIENTED DESIGN AND PROGRAMMING,38,58.98
Karthik Banerjee,kb3415@srmist.edu.in,YjnH8E6i,RASPBERRY PI FUNDAMENTALS,44,90.81
Dev Iyer,di0652@srmist.edu.in,bAHedOp2,UHV-II,39,51.99
Dev Iyer,di0652@srmist.edu.in,bAHedOp2,COMPUTER ORGANIZATION AND ARCHITECTURE,45,60.05
Dev Iyer,di0652@srmist.edu.in,bAHedOp2,ADVANCED PROGRAMMING PRACTICE,33,94.21
Dev Iyer,di0652@srmist.edu.in,bAHedOp2,DATA STRUCTURES AND ALGORITHMS,34,76.24
Dev Iyer,di0652@srmist.edu.in,bAHedOp2,DATA STRUCTURES AND ALGORITHMS LAB,45,92.53
Dev Iyer,di0652@srmist.edu.in,bAHedOp2,PROFESSIONAL ETHICS,40,70.78
Dev Iyer,di0652@srmist.edu.in,bAHedOp2,OBJECT ORIENTED DESIGN AND PROGRAMMING,41,52.83
Dev Iyer,di0652@srmist.edu.in,bAHedOp2,RASPBERRY PI FUNDAMENTALS,56,96.62
Mohan Chopra,mc5857@srmist.edu.in,P3AshNyP,UHV-II,49,96.32
Mohan Chopra,mc5857@srmist.edu.in,P3AshNyP,COMPUTER ORGANIZATION AND ARCHITECTURE,34,88.59
Mohan Chopra,mc5857@srmist.edu.in,P3AshNyP,ADVANCED PROGRAMMING PRACTICE,36,68.72
Mohan Chopra,mc5857@srmist.edu.in,P3AshNyP,DATA STRUCTURES AND ALGORITHMS,49,92.8
Mohan Chopra,mc5857@srmist.edu.in,P3AshNyP,DATA STRUCTURES AND ALGORITHMS LAB,34,53.57
Mohan Chopra,mc5857@srmist.edu.in,P3AshNyP,PROFESSIONAL ETHICS,58,96.35
Mohan Chopra,mc5857@srmist.edu.in,P3AshNyP,OBJECT ORIENTED DESIGN AND PROGRAMMING,51,68.75
Mohan Chopra,mc5857@srmist.edu.in,P3AshNyP,RASPBERRY PI FUNDAMENTALS,60,83.25
Vikram Agarwal,va6982@srmist.edu.in,GnW#Sfa#,UHV-II,43,89.07
Vikram Agarwal,va6982@srmist.edu.in,GnW#Sfa#,COMPUTER ORGANIZATION AND ARCHITECTURE,52,86.75
Vikram Agarwal,va6982@srmist.edu.in,GnW#Sfa#,ADVANCED PROGRAMMING PRACTICE,39,55.93
Vikram Agarwal,va6982@srmist.edu.in,GnW#Sfa#,DATA STRUCTURES AND ALGORITHMS,35,70.47
Vikram Agarwal,va6982@srmist.edu.in,GnW#Sfa#,DATA STRUCTURES AND ALGORITHMS LAB,60,96.54
Vikram Agarwal,va6982@srmist.edu.in,GnW#Sfa#,PROFESSIONAL ETHICS,47,60.81
Vikram Agarwal,va6982@srmist.edu.in,GnW#Sfa#,OBJECT ORIENTED DESIGN AND PROGRAMMING,33,86.5
Vikram Agarwal,va6982@srmist.edu.in,GnW#Sfa#,RASPBERRY PI FUNDAMENTALS,55,58.94
Roshan Lal,rl3475@srmist.edu.in,N4jV83m&,UHV-II,36,63.16
Roshan Lal,rl3475@srmist.edu.in,N4jV83m&,COMPUTER ORGANIZATION AND ARCHITECTURE,47,97.71
Roshan Lal,rl3475@srmist.edu.in,N4jV83m&,ADVANCED PROGRAMMING PRACTICE,35,64.41
Roshan Lal,rl3475@srmist.edu.in,N4jV83m&,DATA STRUCTURES AND ALGORITHMS,36,92.66
Roshan Lal,rl3475@srmist.edu.in,N4jV83m&,DATA STRUCTURES AND ALGORITHMS LAB,45,88.04
Roshan Lal,rl3475@srmist.edu.in,N4jV83m&,PROFESSIONAL ETHICS,39,73.36
Roshan Lal,rl3475@srmist.edu.in,N4jV83m&,OBJECT ORIENTED DESIGN AND PROGRAMMING,34,59.16
Roshan Lal,rl3475@srmist.edu.in,N4jV83m&,RASPBERRY PI FUNDAMENTALS,40,53.65
Kavya Kumar,kk2753@srmist.edu.in,n1zMG7!c,UHV-II,41,86.22
Kavya Kumar,kk2753@srmist.edu.in,n1zMG7!c,COMPUTER ORGANIZATION AND ARCHITECTURE,57,57.61
Kavya Kumar,kk2753@srmist.edu.in,n1zMG7!c,ADVANCED PROGRAMMING PRACTICE,59,81.13
Kavya Kumar,kk2753@srmist.edu.in,n1zMG7!c,DATA STRUCTURES AND ALGORITHMS,41,93.74
Kavya Kumar,kk2753@srmist.edu.in,n1zMG7!c,DATA STRUCTURES AND ALGORITHMS LAB,38,72.27
Kavya Kumar,kk2753@srmist.edu.in,n1zMG7!c,PROFESSIONAL ETHICS,40,93.66
Kavya Kumar,kk2753@srmist.edu.in,n1zMG7!c,OBJECT ORIENTED DESIGN AND PROGRAMMING,42,98.45
Kavya Kumar,kk2753@srmist.edu.in,n1zMG7!c,RASPBERRY PI FUNDAMENTALS,44,79.58
Shruti Prasad,sp4668@srmist.edu.in,HYmpCtkg,UHV-II,55,77.85
Shruti Prasad,sp4668@srmist.edu.in,HYmpCtkg,COMPUTER ORGANIZATION AND ARCHITECTURE,30,96.21
Shruti Prasad,sp4668@srmist.edu.in,HYmpCtkg,ADVANCED PROGRAMMING PRACTICE,46,84.06
Shruti Prasad,sp4668@srmist.edu.in,HYmpCtkg,DATA STRUCTURES AND ALGORITHMS,47,63.26
Shruti Prasad,sp4668@srmist.edu.in,HYmpCtkg,DATA STRUCTURES AND ALGORITHMS LAB,39,80.85
Shruti Prasad,sp4668@srmist.edu.in,HYmpCtkg,PROFESSIONAL ETHICS,58,90.24
Shruti Prasad,sp4668@srmist.edu.in,HYmpCtkg,OBJECT ORIENTED DESIGN AND PROGRAMMING,42,77.36
Shruti Prasad,sp4668@srmist.edu.in,HYmpCtkg,RASPBERRY PI FUNDAMENTALS,34,63.32
Saanvi Verma,sv4051@srmist.edu.in,9N2AM@b7,UHV-II,55,92.03
Saanvi Verma,sv4051@srmist.edu.in,9N2AM@b7,COMPUTER ORGANIZATION AND ARCHITECTURE,48,66.1
Saanvi Verma,sv4051@srmist.edu.in,9N2AM@b7,ADVANCED PROGRAMMING PRACTICE,40,95.93
Saanvi Verma,sv4051@srmist.edu.in,9N2AM@b7,DATA STRUCTURES AND ALGORITHMS,59,61.05
Saanvi Verma,sv4051@srmist.edu.in,9N2AM@b7,DATA STRUCTURES AND ALGORITHMS LAB,57,77.58
Saanvi Verma,sv4051@srmist.edu.in,9N2AM@b7,PROFESSIONAL ETHICS,37,88.11
Saanvi Verma,sv4051@srmist.edu.in,9N2AM@b7,OBJECT ORIENTED DESIGN AND PROGRAMMING,35,72.8
Saanvi Verma,sv4051@srmist.edu.in,9N2AM@b7,RASPBERRY PI FUNDAMENTALS,31,81.38
Ishaan Joshi,ij4532@srmist.edu.in,Uivg2EjB,UHV-II,47,95.46
Ishaan Joshi,ij4532@srmist.edu.in,Uivg2EjB,COMPUTER ORGANIZATION AND ARCHITECTURE,32,86.9
Ishaan Joshi,ij4532@srmist.edu.in,Uivg2EjB,ADVANCED PROGRAMMING PRACTICE,44,65.95
Ishaan Joshi,ij4532@srmist.edu.in,Uivg2EjB,DATA STRUCTURES AND ALGORITHMS,51,98.42
Ishaan Joshi,ij4532@srmist.edu.in,Uivg2EjB,DATA STRUCTURES AND ALGORITHMS LAB,53,97.86
Ishaan Joshi,ij4532@srmist.edu.in,Uivg2EjB,PROFESSIONAL ETHICS,52,98.03
Ishaan Joshi,ij4532@srmist.edu.in,Uivg2EjB,OBJECT ORIENTED DESIGN AND PROGRAMMING,38,67.77
Ishaan Joshi,ij4532@srmist.edu.in,Uivg2EjB,RASPBERRY PI FUNDAMENTALS,31,66.73
Nikhil Prasad,np6371@srmist.edu.in,Gy3Amiye,UHV-II,46,91.93
Nikhil Prasad,np6371@srmist.edu.in,Gy3Amiye,COMPUTER ORGANIZATION AND ARCHITECTURE,37,57.99
Nikhil Prasad,np6371@srmist.edu.in,Gy3Amiye,ADVANCED PROGRAMMING PRACTICE,34,78.35
Nikhil Prasad,np6371@srmist.edu.in,Gy3Amiye,DATA STRUCTURES AND ALGORITHMS,52,64.54
Nikhil Prasad,np6371@srmist.edu.in,Gy3Amiye,DATA STRUCTURES AND ALGORITHMS LAB,40,76.36
Nikhil Prasad,np6371@srmist.edu.in,Gy3Amiye,PROFESSIONAL ETHICS,50,61.65
Nikhil Prasad,np6371@srmist.edu.in,Gy3Amiye,OBJECT ORIENTED DESIGN AND PROGRAMMING,38,97.54
Nikhil Prasad,np6371@srmist.edu.in,Gy3Amiye,RASPBERRY PI FUNDAMENTALS,38,59.66
Ananya Singh,as0902@srmist.edu.in,EUC!oHbK,UHV-II,53,88.93
Ananya Singh,as0902@srmist.edu.in,EUC!oHbK,COMPUTER ORGANIZATION AND ARCHITECTURE,48,90.76
Ananya Singh,as0902@srmist.edu.in,EUC!oHbK,ADVANCED PROGRAMMING PRACTICE,60,52.06
Ananya Singh,as0902@srmist.edu.in,EUC!oHbK,DATA STRUCTURES AND ALGORITHMS,47,83.56
Ananya Singh,as0902@srmist.edu.in,EUC!oHbK,DATA STRUCTURES AND ALGORITHMS LAB,46,53.76
Ananya Singh,as0902@srmist.edu.in,EUC!oHbK,PROFESSIONAL ETHICS,41,86.22
Ananya Singh,as0902@srmist.edu.in,EUC!oHbK,OBJECT ORIENTED DESIGN AND PROGRAMMING,55,70.68
Ananya Singh,as0902@srmist.edu.in,EUC!oHbK,RASPBERRY PI FUNDAMENTALS,51,81.46
Nisha Agarwal,na8789@srmist.edu.in,#GS0!$J*,UHV-II,50,83.37
Nisha Agarwal,na8789@srmist.edu.in,#GS0!$J*,COMPUTER ORGANIZATION AND ARCHITECTURE,60,88.86
Nisha Agarwal,na8789@srmist.edu.in,#GS0!$J*,ADVANCED PROGRAMMING PRACTICE,30,53.32
Nisha Agarwal,na8789@srmist.edu.in,#GS0!$J*,DATA STRUCTURES AND ALGORITHMS,38,85.18
Nisha Agarwal,na8789@srmist.edu.in,#GS0!$J*,DATA STRUCTURES AND ALGORITHMS LAB,42,96.54
Nisha Agarwal,na8789@srmist.edu.in,#GS0!$J*,PROFESSIONAL ETHICS,58,82.1
Nisha Agarwal,na8789@srmist.edu.in,#GS0!$J*,OBJECT ORIENTED DESIGN AND PROGRAMMING,38,55.19
Nisha Agarwal,na8789@srmist.edu.in,#GS0!$J*,RASPBERRY PI FUNDAMENTALS,45,73.71
Roshan Das,rd8392@srmist.edu.in,7Td9lGPQ,UHV-II,53,83.32
Roshan Das,rd8392@srmist.edu.in,7Td9lGPQ,COMPUTER ORGANIZATION AND ARCHITECTURE,34,84.05
Roshan Das,rd8392@srmist.edu.in,7Td9lGPQ,ADVANCED PROGRAMMING PRACTICE,31,51.72
Roshan Das,rd8392@srmist.edu.in,7Td9lGPQ,DATA STRUCTURES AND ALGORITHMS,52,56.19
Roshan Das,rd8392@srmist.edu.in,7Td9lGPQ,DATA STRUCTURES AND ALGORITHMS LAB,32,93.84
Roshan Das,rd8392@srmist.edu.in,7Td9lGPQ,PROFESSIONAL ETHICS,39,96.88
Roshan Das,rd8392@srmist.edu.in,7Td9lGPQ,OBJECT ORIENTED DESIGN AND PROGRAMMING,48,90.1
Roshan Das,rd8392@srmist.edu.in,7Td9lGPQ,RASPBERRY PI FUNDAMENTALS,31,82.94
Saanvi Bhattacharya,sb5002@srmist.edu.in,@L@fDMN5,UHV-II,30,93.86
Saanvi Bhattacharya,sb5002@srmist.edu.in,@L@fDMN5,COMPUTER ORGANIZATION AND ARCHITECTURE,35,96.12
Saanvi Bhattacharya,sb5002@srmist.edu.in,@L@fDMN5,ADVANCED PROGRAMMING PRACTICE,35,72.04
Saanvi Bhattacharya,sb5002@srmist.edu.in,@L@fDMN5,DATA STRUCTURES AND ALGORITHMS,48,79.31
Saanvi Bhattacharya,sb5002@srmist.edu.in,@L@fDMN5,DATA STRUCTURES AND ALGORITHMS LAB,47,55.75
Saanvi Bhattacharya,sb5002@srmist.edu.in,@L@fDMN5,PROFESSIONAL ETHICS,46,82.58
Saanvi Bhattacharya,sb5002@srmist.edu.in,@L@fDMN5,OBJECT ORIENTED DESIGN AND PROGRAMMING,32,98.32
Saanvi Bhattacharya,sb5002@srmist.edu.in,@L@fDMN5,RASPBERRY PI FUNDAMENTALS,37,72.21
Diya Pandey,dp5773@srmist.edu.in,TjENtuly,UHV-II,46,61.37
Diya Pandey,dp5773@srmist.edu.in,TjENtuly,COMPUTER ORGANIZATION AND ARCHITECTURE,55,63.1
Diya Pandey,dp5773@srmist.edu.in,TjENtuly,ADVANCED PROGRAMMING PRACTICE,31,81.19
Diya Pandey,dp5773@srmist.edu.in,TjENtuly,DATA STRUCTURES AND ALGORITHMS,50,72.3
Diya Pandey,dp5773@srmist.edu.in,TjENtuly,DATA STRUCTURES AND ALGORITHMS LAB,39,86.9
Diya Pandey,dp5773@srmist.edu.in,TjENtuly,PROFESSIONAL ETHICS,40,66.03
Diya Pandey,dp5773@srmist.edu.in,TjENtuly,OBJECT ORIENTED DESIGN AND PROGRAMMING,49,85.76
Diya Pandey,dp5773@srmist.edu.in,TjENtuly,RASPBERRY PI FUNDAMENTALS,52,96.27
Karthik Dey,kd0527@srmist.edu.in,yTqP%LCB,UHV-II,36,92.35
Karthik Dey,kd0527@srmist.edu.in,yTqP%LCB,COMPUTER ORGANIZATION AND ARCHITECTURE,31,94.21
Karthik Dey,kd0527@srmist.edu.in,yTqP%LCB,ADVANCED PROGRAMMING PRACTICE,57,99.39
Karthik Dey,kd0527@srmist.edu.in,yTqP%LCB,DATA STRUCTURES AND ALGORITHMS,34,63.13
Karthik Dey,kd0527@srmist.edu.in,yTqP%LCB,DATA STRUCTURES AND ALGORITHMS LAB,31,70.78
Karthik Dey,kd0527@srmist.edu.in,yTqP%LCB,PROFESSIONAL ETHICS,56,95.61
Karthik Dey,kd0527@srmist.edu.in,yTqP%LCB,OBJECT ORIENTED DESIGN AND PROGRAMMING,49,59.93
Karthik Dey,kd0527@srmist.edu.in,yTqP%LCB,RASPBERRY PI FUNDAMENTALS,36,59.3
Aarya Das,ad0070@srmist.edu.in,Nz!ch&!#,UHV-II,60,94.15
Aarya Das,ad0070@srmist.edu.in,Nz!ch&!#,COMPUTER ORGANIZATION AND ARCHITECTURE,38,54.29
Aarya Das,ad0070@srmist.edu.in,Nz!ch&!#,ADVANCED PROGRAMMING PRACTICE,49,89.17
Aarya Das,ad0070@srmist.edu.in,Nz!ch&!#,DATA STRUCTURES AND ALGORITHMS,30,75.22
Aarya Das,ad0070@srmist.edu.in,Nz!ch&!#,DATA STRUCTURES AND ALGORITHMS LAB,43,51.99
Aarya Das,ad0070@srmist.edu.in,Nz!ch&!#,PROFESSIONAL ETHICS,57,72.46
Aarya Das,ad0070@srmist.edu.in,Nz!ch&!#,OBJECT ORIENTED DESIGN AND PROGRAMMING,57,65.91
Aarya Das,ad0070@srmist.edu.in,Nz!ch&!#,RASPBERRY PI FUNDAMENTALS,53,58.12
Sneha Sinha,ss2006@srmist.edu.in,Y1fsfteL,UHV-II,58,59.9
Sneha Sinha,ss2006@srmist.edu.in,Y1fsfteL,COMPUTER ORGANIZATION AND ARCHITECTURE,57,54.01
Sneha Sinha,ss2006@srmist.edu.in,Y1fsfteL,ADVANCED PROGRAMMING PRACTICE,43,89.72
Sneha Sinha,ss2006@srmist.edu.in,Y1fsfteL,DATA STRUCTURES AND ALGORITHMS,46,64.33
Sneha Sinha,ss2006@srmist.edu.in,Y1fsfteL,DATA STRUCTURES AND ALGORITHMS LAB,34,96.72
Sneha Sinha,ss2006@srmist.edu.in,Y1fsfteL,PROFESSIONAL ETHICS,53,60.85
Sneha Sinha,ss2006@srmist.edu.in,Y1fsfteL,OBJECT ORIENTED DESIGN AND PROGRAMMING,40,75.15
Sneha Sinha,ss2006@srmist.edu.in,Y1fsfteL,RASPBERRY PI FUNDAMENTALS,56,71.36
Akash Sinha,as4291@srmist.edu.in,N8UQefAs,UHV-II,47,83.21
Akash Sinha,as4291@srmist.edu.in,N8UQefAs,COMPUTER ORGANIZATION AND ARCHITECTURE,58,52.55
Akash Sinha,as4291@srmist.edu.in,N8UQefAs,ADVANCED PROGRAMMING PRACTICE,58,69.71
Akash Sinha,as4291@srmist.edu.in,N8UQefAs,DATA STRUCTURES AND ALGORITHMS,49,78.34
Akash Sinha,as4291@srmist.edu.in,N8UQefAs,DATA STRUCTURES AND ALGORITHMS LAB,31,59.7
Akash Sinha,as4291@srmist.edu.in,N8UQefAs,PROFESSIONAL ETHICS,54,52.05
Akash Sinha,as4291@srmist.edu.in,N8UQefAs,OBJECT ORIENTED DESIGN AND PROGRAMMING,53,86.24
Akash Sinha,as4291@srmist.edu.in,N8UQefAs,RASPBERRY PI FUNDAMENTALS,44,77.29
Sneha Shukla,ss1645@srmist.edu.in,jr*wNZk3,UHV-II,43,75.66
Sneha Shukla,ss1645@srmist.edu.in,jr*wNZk3,COMPUTER ORGANIZATION AND ARCHITECTURE,42,74.61
Sneha Shukla,ss1645@srmist.edu.in,jr*wNZk3,ADVANCED PROGRAMMING PRACTICE,48,54.69
Sneha Shukla,ss1645@srmist.edu.in,jr*wNZk3,DATA STRUCTURES AND ALGORITHMS,36,90.3
Sneha Shukla,ss1645@srmist.edu.in,jr*wNZk3,DATA STRUCTURES AND ALGORITHMS LAB,41,56.43
Sneha Shukla,ss1645@srmist.edu.in,jr*wNZk3,PROFESSIONAL ETHICS,32,88.62
Sneha Shukla,ss1645@srmist.edu.in,jr*wNZk3,OBJECT ORIENTED DESIGN AND PROGRAMMING,57,92.96
Sneha Shukla,ss1645@srmist.edu.in,jr*wNZk3,RASPBERRY PI FUNDAMENTALS,40,97.21
Rahul Gandhi,rg3665@srmist.edu.in,h#eteEI$,UHV-II,56,60.11
Rahul Gandhi,rg3665@srmist.edu.in,h#eteEI$,COMPUTER ORGANIZATION AND ARCHITECTURE,39,79.3
Rahul Gandhi,rg3665@srmist.edu.in,h#eteEI$,ADVANCED PROGRAMMING PRACTICE,41,74.11
Rahul Gandhi,rg3665@srmist.edu.in,h#eteEI$,DATA STRUCTURES AND ALGORITHMS,53,56.81
Rahul Gandhi,rg3665@srmist.edu.in,h#eteEI$,DATA STRUCTURES AND ALGORITHMS LAB,42,86.24
Rahul Gandhi,rg3665@srmist.edu.in,h#eteEI$,PROFESSIONAL ETHICS,45,64.12
Rahul Gandhi,rg3665@srmist.edu.in,h#eteEI$,OBJECT ORIENTED DESIGN AND PROGRAMMING,35,81.41
Rahul Gandhi,rg3665@srmist.edu.in,h#eteEI$,RASPBERRY PI FUNDAMENTALS,59,67.02
Priya Naidu,pn8840@srmist.edu.in,&ndNhVue,UHV-II,47,57.12
Priya Naidu,pn8840@srmist.edu.in,&ndNhVue,COMPUTER ORGANIZATION AND ARCHITECTURE,54,93.22
Priya Naidu,pn8840@srmist.edu.in,&ndNhVue,ADVANCED PROGRAMMING PRACTICE,40,94.11
Priya Naidu,pn8840@srmist.edu.in,&ndNhVue,DATA STRUCTURES AND ALGORITHMS,31,83.51
Priya Naidu,pn8840@srmist.edu.in,&ndNhVue,DATA STRUCTURES AND ALGORITHMS LAB,50,85.44
Priya Naidu,pn8840@srmist.edu.in,&ndNhVue,PROFESSIONAL ETHICS,44,86.44
Priya Naidu,pn8840@srmist.edu.in,&ndNhVue,OBJECT ORIENTED DESIGN AND PROGRAMMING,37,65.79
Priya Naidu,pn8840@srmist.edu.in,&ndNhVue,RASPBERRY PI FUNDAMENTALS,39,93.2
Lakshmi Thakur,lt3169@srmist.edu.in,DV5Pub2c,UHV-II,34,68.91
